applicationId,municipality,timeToVerdict,filling-time,operation,start_month,1,2,3,4,5,6,7,8,9,10,11,12
LP-092-2015-02130,092,13.1027666089,7.30720231476,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-091-2016-04727,091,14.4825211339,9.01103541014,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-186-2015-00957,186,13.8173648377,7.20191631753,maalampo,9,0,0,0,0,0,0,0,0,1,0,0,0
LP-106-2014-00145,106,14.9043112028,15.0515597694,maalampo,8,0,0,0,0,0,0,0,1,0,0,0,0
LP-186-2014-00405,186,15.6766839878,14.462924223,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-091-2015-07409,091,14.035937623,7.19518732018,maalampo,9,0,0,0,0,0,0,0,0,1,0,0,0
LP-837-2016-01196,837,13.9748807353,7.76853330093,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-837-2016-01195,837,13.9770382463,6.37502481983,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-837-2015-00219,837,14.7746864346,10.448105722,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-106-2015-00381,106,15.2471866621,8.0143357373,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-00196,092,11.8783807487,14.6202997343,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-092-2016-01529,092,13.7277792855,11.9779919264,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-091-2016-01178,091,13.4962814013,6.42324696353,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-186-2015-00491,186,14.3669634053,15.3436299492,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-01116,092,13.9638314202,6.77650699237,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-091-2015-10409,091,14.7141911373,7.91352101728,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-186-2014-00530,186,15.0655715938,7.59488438722,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-837-2016-00535,837,14.7500100987,6.07534603109,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-092-2015-00909,092,13.5957288493,7.79729127355,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-091-2015-07171,091,14.5594948539,7.37148929521,maalampo,9,0,0,0,0,0,0,0,0,1,0,0,0
LP-186-2016-00139,186,15.1193174755,13.4538316867,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-837-2016-01536,837,14.9366472567,6.98286275147,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-092-2015-00377,092,15.8267139433,7.38770923908,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-837-2016-00129,837,14.4880523991,10.5985828343,maalampo,1,1,0,0,0,0,0,0,0,0,0,0,0
LP-092-2015-00277,092,14.6870854742,13.8416080369,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-091-2015-08576,091,14.6850827783,12.4593689974,maalampo,11,0,0,0,0,0,0,0,0,0,0,1,0
LP-092-2015-00756,092,14.3850851633,7.28892769452,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-00975,092,13.1867681396,7.70029520342,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2015-02007,092,12.1644482458,10.4722046547,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-092-2015-00671,092,13.8073332144,11.4902707744,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-092-2015-02812,092,12.8386812943,8.07402621612,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-091-2015-06083,091,15.1595678613,6.88346258641,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-092-2015-00571,092,12.8823788089,7.26752542783,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-092-2016-02405,092,12.3046819228,6.54965074223,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-02096,092,12.6023624557,7.78405700264,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-092-2015-02091,092,12.2959773329,8.8459212333,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-106-2015-00365,106,14.5612240972,11.4211609917,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-837-2016-01549,837,14.8156886589,6.11589212548,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-837-2015-00131,837,14.2136770962,13.3388608927,maalampo,11,0,0,0,0,0,0,0,0,0,0,1,0
LP-092-2015-01879,092,13.234913188,13.4362349903,maalampo,9,0,0,0,0,0,0,0,0,1,0,0,0
LP-186-2015-00479,186,13.3927629643,5.98645200528,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-01873,092,13.2651797806,14.1961575623,maalampo,9,0,0,0,0,0,0,0,0,1,0,0,0
LP-092-2015-00408,092,14.5220753188,6.94889722231,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-091-2015-00296,091,14.7814406172,6.66440902035,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-01270,092,12.5870059614,8.48755838629,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-091-2015-00264,091,15.0945899071,6.68210859745,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-106-2015-01041,106,16.5538568299,7.56786260546,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-837-2016-01452,837,15.2693553841,9.35253413768,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2016-02832,092,13.0860893585,8.60593640125,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-091-2015-05268,091,14.4399639295,7.77317368048,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2016-02933,092,12.8910213099,8.26359043262,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2015-02872,092,12.8747426903,7.39449310722,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-091-2015-06258,091,14.1060959118,6.78558764501,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-092-2015-02876,092,13.6026242211,11.4972634535,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-092-2016-03305,092,13.8074582248,6.882437471,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-091-2015-06256,091,14.4834291573,6.90274273716,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-091-2015-06255,091,14.1156418167,7.0561752841,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-092-2015-01659,092,14.9331101089,9.85838557862,maalampo,9,0,0,0,0,0,0,0,0,1,0,0,0
LP-092-2016-00762,092,12.2810873493,6.66822824842,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-837-2016-01004,837,14.2674176787,8.15564927037,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-837-2016-00373,837,14.2718588764,14.2548706844,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-106-2016-00828,106,12.6562178959,7.322510434,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-091-2015-08235,091,15.0177919326,8.02943284058,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-091-2016-03293,091,14.6695270832,9.71619365412,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-186-2016-00704,186,13.5202572291,11.3913000568,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2016-02695,092,13.2475482848,7.58882987831,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-106-2016-00827,106,12.3407259086,6.75809450443,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2015-01127,092,13.3738269057,6.61338421838,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2015-00703,092,14.0203377849,14.4762362978,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-091-2015-08428,091,14.5261557515,7.60936653795,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-092-2015-00706,092,14.6777116683,6.9957661563,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-091-2016-02267,091,14.1083167298,14.8935901529,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-092-2015-01151,092,13.2394866399,11.2714397194,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-106-2015-00421,106,14.9051059833,7.65964295456,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-106-2016-00317,106,15.2902667021,14.2696978914,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-092-2015-00839,092,12.6204215093,6.78784498231,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-837-2016-01507,837,15.2535291081,6.69826805412,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-091-2015-06600,091,14.9331097819,7.83518375527,maalampo,8,0,0,0,0,0,0,0,1,0,0,0,0
LP-092-2015-00207,092,12.594608594,7.19142933004,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-837-2016-00110,837,13.1902089243,7.77191025644,maalampo,1,1,0,0,0,0,0,0,0,0,0,0,0
LP-106-2016-00174,106,14.1565224746,7.75790620835,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-091-2015-09399,091,15.1132335077,8.96098117384,maalampo,11,0,0,0,0,0,0,0,0,0,0,1,0
LP-092-2015-00848,092,13.3734473347,6.81673588059,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-02423,092,12.8548864656,14.9720913952,maalampo,11,0,0,0,0,0,0,0,0,0,0,1,0
LP-092-2014-00156,092,11.6616643847,7.58781721999,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-186-2015-01381,186,13.0508222619,7.29844510151,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-106-2015-01075,106,15.8030967824,6.93634273583,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-091-2016-01489,091,14.7462811489,9.40787889457,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-091-2015-00229,091,14.6787371653,10.0829299686,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-106-2015-00889,106,13.9078326415,8.23774380389,maalampo,9,0,0,0,0,0,0,0,0,1,0,0,0
LP-091-2015-00220,091,14.4349918225,8.69131455164,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-837-2015-00103,837,13.6217777397,7.7186854952,maalampo,11,0,0,0,0,0,0,0,0,0,0,1,0
LP-092-2016-03645,092,12.8728091134,7.42833319419,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-837-2016-01214,837,13.633514948,7.40913644392,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2016-01025,092,14.111500772,6.87935580446,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-091-2015-04859,091,15.4355033709,7.6638772587,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-092-2015-01234,092,13.9605688845,8.33854487999,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-091-2015-08086,091,13.6087606437,10.0101422304,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-091-2016-01243,091,13.9745404579,7.04228617194,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-092-2016-00642,092,12.8572774125,6.31173480915,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-092-2015-01990,092,13.9608032644,13.9370093483,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-091-2016-04326,091,14.9389884524,11.3162047359,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-091-2016-01249,091,13.9643537494,7.27517231945,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-092-2016-02512,092,13.8093767848,6.38181601741,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2016-03234,092,13.2619583493,15.258742753,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-837-2015-00200,837,14.7826350787,7.12205988163,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-186-2014-00226,186,15.5921335465,8.946505026,maalampo,6,0,0,0,0,0,1,0,0,0,0,0,0
LP-091-2015-09768,091,13.6101320202,7.54009032015,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-837-2016-01137,837,14.3949709891,7.96276393017,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-091-2016-02813,091,14.6114259471,14.4086771694,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-091-2015-10204,091,15.3994550573,7.12125245324,maalampo,12,0,0,0,0,0,0,0,0,0,0,0,1
LP-091-2015-08344,091,14.0322118021,7.33498187887,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-837-2016-00748,837,14.711534907,14.4683652913,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-186-2015-00162,186,16.5578101613,6.45676965557,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-106-2016-00525,106,14.6813787741,7.06902342658,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-106-2016-00523,106,15.3842048061,7.59789795052,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-00746,092,14.4308226755,8.46758269086,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2015-00805,092,14.3396649576,7.55955949601,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-092-2016-04213,092,14.4316481762,7.85399308722,maalampo,8,0,0,0,0,0,0,0,1,0,0,0,0
LP-092-2015-02018,092,12.2760743413,8.34711636104,maalampo,10,0,0,0,0,0,0,0,0,0,1,0,0
LP-106-2015-00673,106,14.5681075529,14.4765936356,maalampo,8,0,0,0,0,0,0,0,1,0,0,0,0
LP-092-2015-00649,092,13.2268206853,7.27031288608,maalampo,4,0,0,0,1,0,0,0,0,0,0,0,0
LP-106-2016-00629,106,14.7251258586,13.4428484984,maalampo,5,0,0,0,0,1,0,0,0,0,0,0,0
LP-837-2016-00386,837,14.5666440596,7.58933582317,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-837-2016-00382,837,13.3475528344,8.11372608597,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
LP-106-2016-00137,106,13.2727624573,6.63463335786,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-091-2015-09348,091,13.2555997265,7.769800996,maalampo,11,0,0,0,0,0,0,0,0,0,0,1,0
LP-106-2015-00607,106,15.1888984883,7.80261806344,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-186-2016-00091,186,13.0861847524,6.79234442747,maalampo,2,0,1,0,0,0,0,0,0,0,0,0,0
LP-837-2016-01552,837,15.268741578,11.5105225804,maalampo,7,0,0,0,0,0,0,1,0,0,0,0,0
LP-091-2015-06634,091,15.0185921653,8.38091517312,maalampo,8,0,0,0,0,0,0,0,1,0,0,0,0
LP-091-2016-01847,091,13.6339706956,6.63594655569,maalampo,3,0,0,1,0,0,0,0,0,0,0,0,0
