applicationId,municipality,filling-time,operation,start_month,time-to-verdict,attachment-count
LP-092-2015-00475,092,1167252.842,pientalo,4,7181285.353,52
LP-106-2015-01281,106,2750137.221,pientalo,12,2370507.327,56
LP-106-2015-00093,106,2773.492,pientalo,3,3918705.571,28
LP-092-2014-00181,092,3124785.07,pientalo,12,1674674.404,16
LP-186-2015-01370,186,4549735.416,pientalo,12,2369636.664,43
LP-106-2015-00965,106,2224945.9,pientalo,10,4205351.283,56
LP-092-2014-00186,092,1877476.47,pientalo,12,3415472.03,55
LP-106-2015-00360,106,1832040.01,pientalo,5,3748835.788,102
LP-092-2015-00584,092,5793.506,pientalo,4,9516816.439,94
LP-837-2015-00038,837,16753.679,pientalo,9,4964537.488,31
LP-106-2015-00204,106,3384.831,pientalo,4,5397504.686,0
LP-092-2016-00753,092,117011.83,pientalo,2,14629274.169,27
LP-186-2016-00148,186,5271786.529,pientalo,2,1777323.199,50
LP-186-2015-00477,186,2076804.289,pientalo,5,1487045.706,50
LP-186-2015-00474,186,428899.448,pientalo,5,3411213.297,57
LP-092-2015-00402,092,2369777.615,pientalo,3,4938724.764,51
LP-092-2015-00409,092,1630277.968,pientalo,3,5663241.527,45
LP-106-2016-00196,106,2131125.17,pientalo,2,3672045.21,65
LP-092-2016-00566,092,2077549.595,pientalo,2,5808397.02,105
LP-092-2016-00600,092,17083.639,pientalo,2,6698172.977,76
LP-092-2015-00107,092,4483605.163,pientalo,2,4519697.43,36
LP-092-2015-01277,092,4227401.498,pientalo,7,12108471.518,46
LP-106-2015-00840,106,4248724.234,pientalo,9,798119.055,121
LP-837-2015-00145,837,4675987.7,pientalo,11,8594689.436,25
LP-092-2015-02776,092,5586323.027,pientalo,12,5222486.852,49
LP-092-2015-02670,092,4223728.476,pientalo,12,16466975.13,100
LP-092-2016-00056,092,947225.719,pientalo,1,5578498.568,69
LP-837-2016-00933,837,153943.804,pientalo,4,5387504.028,50
LP-092-2016-01744,092,1206174.68,pientalo,4,4557442.832,60
LP-092-2016-02780,092,2481485.932,pientalo,5,6613376.081,22
LP-186-2015-00604,186,170740.384,pientalo,6,5480981.474,48
LP-186-2016-00354,186,754.624,pientalo,4,2982069.569,54
LP-491-2015-00805,491,2819.171,pientalo,8,4848064.412,62
LP-186-2015-01194,186,10133193.234,pientalo,11,4167651.001,67
LP-106-2015-00101,106,126522.491,pientalo,3,7235643.469,43
LP-092-2015-01384,092,161572.578,pientalo,8,17925661.295,59
LP-106-2015-00835,106,5197.693,pientalo,9,4351010.719,40
LP-491-2014-00552,491,5609454.678,pientalo,12,1655039.561,35
LP-837-2016-01000,837,8461.97,pientalo,5,9720911.311,20
LP-491-2015-01003,491,638583.809,pientalo,9,2485559.162,44
LP-106-2016-00222,106,367619.011,pientalo,3,2541011.982,43
LP-092-2015-02458,092,4546173.793,pientalo,11,1794323.334,23
LP-092-2015-01498,092,9579555.63,pientalo,8,10999859.118,46
LP-491-2015-01224,491,257455.379,pientalo,11,985421.49,35
LP-186-2015-00507,186,1962020.335,pientalo,5,4620859.868,46
LP-092-2016-01413,092,4880.415,pientalo,3,6613914.886,78
LP-186-2015-01110,186,3553187.204,pientalo,10,1680115.661,58
LP-092-2015-01122,092,1995667.168,pientalo,6,3412220.036,11
LP-092-2016-02849,092,10411.256,pientalo,5,5201383.791,45
LP-092-2015-00702,092,8824.93,pientalo,5,12313664.875,25
LP-092-2016-01419,092,6565976.01,pientalo,3,7220019.621,115
LP-092-2015-01797,092,1248866.069,pientalo,9,4756581.444,32
LP-092-2015-00704,092,10905866.29,pientalo,5,7455648.307,78
LP-092-2015-01155,092,1125854.402,pientalo,7,6005778.894,55
LP-092-2015-00012,092,3697456.201,pientalo,1,9898990.628,43
LP-092-2015-01153,092,563619.782,pientalo,7,11935245.406,60
LP-106-2015-00424,106,243930.019,pientalo,6,2565851.095,55
LP-491-2015-00244,491,1214386.569,pientalo,3,3568026.239,52
LP-106-2015-00039,106,5101740.665,pientalo,2,565899.711,42
LP-106-2015-00030,106,7876531.555,pientalo,2,1512645.017,23
LP-106-2015-00036,106,76382.083,pientalo,2,5148817.832,28
LP-092-2016-01527,092,678354.735,pientalo,3,3422195.325,54
LP-092-2015-00896,092,2463216.972,pientalo,5,6362976.116,49
LP-092-2015-01725,092,1122137.909,pientalo,9,7303658.219,81
LP-186-2015-00001,186,1893917.191,pientalo,1,1083739.154,34
LP-092-2015-01836,092,2873675.021,pientalo,9,6939961.217,62
LP-092-2016-03846,092,971724.808,pientalo,7,3309822.69,21
LP-092-2015-00202,092,1130.854,pientalo,2,559472.586,1
LP-092-2015-00200,092,551436.396,pientalo,2,9190201.6,53
LP-092-2015-02865,092,2853281.738,pientalo,12,4788420.014,64
LP-092-2015-00209,092,26.053,pientalo,2,6606861.818,31
LP-092-2015-00051,092,73961.925,pientalo,1,6445941.224,25
LP-106-2016-00003,106,1831280.252,pientalo,1,3309199.292,69
LP-092-2016-00306,092,140132.558,pientalo,1,6618584.089,40
LP-092-2016-00302,092,4434.361,pientalo,1,6168139.692,36
LP-092-2016-00466,092,1731427.357,pientalo,2,8011051.634,40
LP-186-2016-00067,186,16003.026,pientalo,1,19378597.294,49
LP-092-2015-00565,092,595464.079,pientalo,4,4786414.79,17
LP-092-2014-00158,092,3092885.86,pientalo,12,5409386.619,42
LP-092-2014-00150,092,863245.158,pientalo,12,8761139.116,14
LP-092-2015-02187,092,3813660.696,pientalo,10,14461198.185,113
LP-092-2016-00529,092,156819.355,pientalo,2,9034944.057,38
LP-092-2015-00560,092,433.995,pientalo,4,1861118.044,0
LP-092-2016-00419,092,520856.256,pientalo,2,5408661.959,50
LP-106-2015-00559,106,5315581.949,pientalo,7,2041983.802,74
LP-106-2015-00922,106,2251538.643,pientalo,9,4354609.616,60
LP-186-2015-01339,186,1725783.037,pientalo,12,4189046.24,39
LP-092-2016-01028,092,4316040.387,pientalo,3,3158885.74,61
LP-106-2015-01089,106,174446.93,pientalo,11,5568418.103,40
LP-092-2016-01021,092,613722.101,pientalo,3,6786097.38,46
LP-092-2016-02111,092,1797588.232,pientalo,4,2044142.693,66
LP-092-2016-00996,092,721244.455,pientalo,3,7439047.381,62
LP-092-2015-01006,092,1378465.815,pientalo,6,8928623.209,37
LP-092-2015-02722,092,14131.055,pientalo,12,8065281.699,51
LP-491-2015-00843,491,18495696.685,pientalo,8,4528854.312,35
LP-092-2016-00634,092,448740.723,pientalo,2,6780533.775,63
LP-491-2016-00137,491,3756456.774,pientalo,2,1005869.712,35
LP-092-2016-00638,092,2787347.335,pientalo,2,1842461.672,22
LP-092-2016-00644,092,2136058.543,pientalo,2,6524691.612,61
LP-491-2016-00741,491,5579832.979,pientalo,5,3503370.091,28
LP-092-2015-02647,092,2513427.875,pientalo,11,12795219.864,58
LP-092-2015-02231,092,5940380.569,pientalo,10,2642311.021,17
LP-092-2015-01064,092,3526563.191,pientalo,6,6622500.088,41
LP-092-2015-01992,092,5763710.287,pientalo,10,7568411.191,69
LP-092-2016-00648,092,1463419.067,pientalo,2,5402409.231,79
LP-092-2015-01332,092,1125571.104,pientalo,7,4238588.19,59
LP-837-2016-00840,837,1007964.517,pientalo,4,6005362.036,63
LP-837-2016-00334,837,2178092.488,pientalo,2,5656757.467,33
LP-837-2016-00849,837,933839.226,pientalo,4,5064191.666,63
LP-092-2016-01328,092,852451.302,pientalo,3,7723831.255,40
LP-106-2015-00072,106,11538.122,pientalo,3,3749225.215,31
LP-106-2015-00073,106,157541.013,pientalo,3,4189013.449,64
LP-106-2015-00079,106,5922.913,pientalo,3,3583936.919,44
LP-092-2015-00186,092,13928.54,pientalo,2,5479813.484,18
LP-092-2015-00180,092,199033.015,pientalo,2,3635599.539,29
LP-491-2016-00006,491,2946005.883,pientalo,1,613780.314,49
LP-491-2015-00307,491,526416.822,pientalo,4,2259610.05,47
LP-092-2015-01597,092,1467092.415,pientalo,8,7306951.598,69
LP-092-2015-01163,092,3355345.309,pientalo,7,8505091.734,28
LP-092-2015-01420,092,20660434.197,pientalo,8,5233042.151,57
LP-092-2015-01588,092,1698459.001,pientalo,8,7307340.77,70
LP-491-2016-00521,491,521333.128,pientalo,4,1870038.642,56
LP-092-2015-00206,092,2477503.066,pientalo,2,11917112.51,158
LP-092-2015-01428,092,463708.319,pientalo,8,8142457.764,59
LP-186-2016-00537,186,1927458.267,pientalo,5,3316391.701,50
LP-092-2015-01192,092,2412280.605,pientalo,7,8244368.557,29
LP-491-2015-00830,491,965799.017,pientalo,8,2455813.112,35
LP-106-2016-00219,106,150967.838,pientalo,3,2295885.133,61
LP-106-2015-00285,106,14689448.968,pientalo,5,2536905.906,63
LP-106-2015-00282,106,7604017.115,pientalo,6,383096.69,43
LP-092-2015-01568,092,622469.981,pientalo,8,4786228.731,22
LP-837-2016-00746,837,1379763.754,pientalo,4,3602854.74,21
LP-092-2016-00943,092,5870246.804,pientalo,3,2732315.697,68
LP-092-2016-00869,092,1671139.071,pientalo,2,6141866.49,79
LP-106-2016-00754,106,1402374.829,pientalo,6,6173316.78,46
LP-106-2015-00470,106,1209326.191,pientalo,6,14832262.287,43
LP-092-2016-00224,092,6572904.682,pientalo,1,3309614.324,19
LP-092-2016-00221,092,6414.741,pientalo,1,7721795.442,70
LP-092-2015-02011,092,241388.627,pientalo,10,5842284.323,81
LP-092-2015-02220,092,3470285.604,pientalo,10,1759523.903,40
LP-092-2016-03167,092,2281.807,pientalo,6,5989228.701,19
LP-186-2016-00653,186,1186402.267,pientalo,5,2727121.974,75
LP-092-2015-00640,092,347647.631,pientalo,4,3132528.069,38
LP-092-2015-00566,092,603816.517,pientalo,4,6073974.621,24
LP-092-2015-00567,092,600283.857,pientalo,4,6077402.435,29
LP-092-2015-00564,092,600490.211,pientalo,4,6685676.131,38
LP-837-2016-00141,837,1566647.332,pientalo,1,5134787.99,48
LP-837-2016-00144,837,3976666.817,pientalo,1,9977021.994,108
LP-491-2015-01264,491,8523696.45,pientalo,11,3156867.374,96
LP-837-2016-00060,837,1204095.262,pientalo,1,8696574.334,54
LP-092-2014-00190,092,1794790.531,pientalo,12,6621781.826,37
LP-491-2016-01151,491,3271602.234,pientalo,7,1272715.943,35
LP-837-2016-00068,837,867578.742,pientalo,1,6785326.258,22
LP-092-2014-00195,092,161012.466,pientalo,12,5644190.393,35
LP-092-2015-00243,092,71465.569,pientalo,2,5729158.284,60
LP-092-2016-00297,092,7441977.946,pientalo,1,3657878.754,71
LP-092-2015-00248,092,7348657.399,pientalo,2,2608600.624,62
LP-092-2015-00113,092,612380.666,pientalo,2,6251878.27,23
LP-186-2015-00769,186,1872106.168,pientalo,8,2384458.179,45
LP-491-2016-00051,491,2457883.965,pientalo,1,1736901.216,39
LP-837-2016-00735,837,689410.177,pientalo,4,7400197.37,30
LP-092-2016-00890,092,3015153.256,pientalo,2,4975503.317,32
LP-106-2015-01117,106,2971847.66,pientalo,11,2692781.71,63
