applicationId,filling-time,operation,time-to-verdict
LP-092-2015-01006,1378465.815,pientalo,8928623.209
LP-186-2016-00537,1927458.267,pientalo,3316391.701
LP-092-2015-02335,7529579.668,pientalo,5714999.009
LP-491-2015-00843,18495696.685,pientalo,4528854.312
LP-092-2016-00634,448740.723,pientalo,6780533.775
LP-491-2016-00137,3756456.774,pientalo,1005869.712
LP-092-2016-00638,2787347.335,pientalo,1842461.672
LP-092-2016-00644,2136058.543,pientalo,6524691.612
LP-491-2016-00741,5579832.979,pientalo,3503370.091
LP-092-2015-02647,2513427.875,pientalo,12795219.864
LP-092-2015-02646,743370.776,pientalo,4971450.92
LP-092-2015-01064,3526563.191,pientalo,6622500.088
LP-092-2015-01992,5763710.287,pientalo,7568411.191
LP-092-2015-02124,13274951.062,pientalo,3255582.426
LP-092-2015-01332,1125571.104,pientalo,4238588.19
LP-837-2016-00840,1007964.517,pientalo,6005362.036
LP-837-2016-00334,2178092.488,pientalo,5656757.467
LP-837-2016-00849,933839.226,pientalo,5064191.666
LP-092-2016-01328,852451.302,pientalo,7723831.255
LP-106-2015-00072,11538.122,pientalo,3749225.215
LP-106-2015-00073,157541.013,pientalo,4189013.449
LP-106-2015-00079,5922.913,pientalo,3583936.919
LP-092-2015-00186,13928.54,pientalo,5479813.484
LP-092-2015-00180,199033.015,pientalo,3635599.539
LP-491-2016-00006,2946005.883,pientalo,613780.314
LP-092-2016-00297,7441977.946,pientalo,3657878.754
LP-092-2015-01597,1467092.415,pientalo,7306951.598
LP-092-2015-01163,3355345.309,pientalo,8505091.734
LP-092-2015-01420,20660434.197,pientalo,5233042.151
LP-092-2015-01588,1698459.001,pientalo,7307340.77
LP-491-2016-00521,521333.128,pientalo,1870038.642
LP-092-2015-00206,2477503.066,pientalo,11917112.51
LP-092-2015-01428,463708.319,pientalo,8142457.764
LP-106-2015-00147,9516339.184,pientalo,2025333.207
LP-092-2015-01192,2412280.605,pientalo,8244368.557
LP-491-2015-00830,965799.017,pientalo,2455813.112
LP-106-2016-00219,150967.838,pientalo,2295885.133
LP-106-2015-00285,14689448.968,pientalo,2536905.906
LP-106-2015-00282,7604017.115,pientalo,383096.69
LP-092-2015-01568,622469.981,pientalo,4786228.731
LP-837-2016-00746,1379763.754,pientalo,3602854.74
LP-092-2016-00943,5870246.804,pientalo,2732315.697
LP-092-2016-00869,1671139.071,pientalo,6141866.49
LP-106-2016-00754,1402374.829,pientalo,6173316.78
LP-106-2015-00470,1209326.191,pientalo,14832262.287
LP-092-2016-00224,6572904.682,pientalo,3309614.324
LP-106-2015-00772,927303.622,pientalo,12992922.931
LP-092-2015-02011,241388.627,pientalo,5842284.323
LP-092-2016-03167,2281.807,pientalo,5989228.701
LP-186-2016-00653,1186402.267,pientalo,2727121.974
LP-092-2015-00640,347647.631,pientalo,3132528.069
LP-092-2015-00566,603816.517,pientalo,6073974.621
LP-092-2015-00567,600283.857,pientalo,6077402.435
LP-092-2015-00564,600490.211,pientalo,6685676.131
LP-092-2015-00565,595464.079,pientalo,4786414.79
LP-092-2015-00560,433.995,pientalo,1861118.044
LP-491-2015-01264,8523696.45,pientalo,3156867.374
LP-837-2016-00060,1204095.262,pientalo,8696574.334
LP-092-2014-00190,1794790.531,pientalo,6621781.826
LP-491-2016-01151,3271602.234,pientalo,1272715.943
LP-837-2016-00068,867578.742,pientalo,6785326.258
LP-092-2014-00195,161012.466,pientalo,5644190.393
LP-092-2015-00243,71465.569,pientalo,5729158.284
LP-491-2015-00307,526416.822,pientalo,2259610.05
LP-092-2015-00248,7348657.399,pientalo,2608600.624
LP-092-2015-00113,612380.666,pientalo,6251878.27
LP-186-2015-00769,1872106.168,pientalo,2384458.179
LP-491-2016-00051,2457883.965,pientalo,1736901.216
LP-837-2016-00735,689410.177,pientalo,7400197.37
LP-092-2016-00890,3015153.256,pientalo,4975503.317
LP-106-2015-01117,2971847.66,pientalo,2692781.71
