applicationId,municipality,time,filling-time
LP-186-2016-00793,186,13158,81307
LP-837-2016-01867,837,3290,2308
LP-444-2016-00145,444,63736,1204
LP-106-2014-00186,106,77622,3553
LP-444-2016-00631,444,64465,4831
LP-106-2015-00353,106,85302,5688
LP-106-2015-00350,106,40389,17487
LP-837-2015-00023,837,78035,2850
LP-444-2016-00228,444,77518,2811
LP-837-2016-00739,837,4530,426
LP-186-2016-00158,186,80899,10296
LP-837-2016-00540,837,72885,675
LP-186-2016-00150,186,13613,62949
LP-837-2016-00735,837,19879,84610
LP-837-2016-00737,837,9038,85975
LP-186-2016-00480,186,1681,80870
LP-092-2015-00415,092,81383,2792
LP-444-2016-00830,444,10993,1373
LP-186-2016-00489,186,9,22579
LP-837-2016-01916,837,82226,2294
LP-444-2016-00835,444,67541,13944
LP-444-2016-00836,444,18620,63789
LP-837-2016-01915,837,705,1537
LP-106-2015-00822,106,72021,1732
LP-106-2015-00827,106,73669,28712
LP-106-2015-00828,106,28028,48194
LP-186-2015-01110,186,82779,10787
LP-186-2015-01066,186,43347,488
LP-444-2015-00406,444,37300,68428
LP-186-2015-01064,186,1062,58622
LP-837-2015-00151,837,57331,1932
LP-837-2015-00156,837,75869,27826
LP-837-2015-00154,837,82312,8519
LP-186-2015-01061,186,995,59374
LP-092-2015-01959,092,83519,81077
LP-092-2016-03112,092,55024,30498
LP-444-2015-00402,444,39847,44296
LP-837-2016-00884,837,1643,2392
LP-444-2015-00755,444,85600,1429
LP-092-2016-03275,092,6272,2082
LP-092-2015-00093,092,51048,30153
LP-444-2014-00091,444,80905,2338
LP-186-2014-00499,186,3674,1428
LP-092-2015-01549,092,64115,85051
LP-186-2015-00881,186,74418,10633
LP-186-2015-00223,186,49281,44461
LP-186-2014-00146,186,72380,2096
LP-186-2014-00491,186,9382,1107
LP-186-2014-00141,186,1391,74188
LP-837-2016-00950,837,67683,6345
LP-837-2016-00953,837,84044,19824
LP-837-2016-00952,837,55995,43755
LP-837-2016-00955,837,1941,86249
LP-837-2016-00954,837,713,8794
LP-837-2016-00957,837,44678,3553
LP-092-2016-02899,092,12872,80989
LP-186-2015-01284,186,50812,2401
LP-092-2015-00798,092,12363,43971
LP-186-2016-00575,186,72274,70351
LP-186-2016-00570,186,24242,84598
LP-186-2016-00571,186,13323,536
LP-837-2016-01609,837,57455,3001
LP-186-2014-00547,186,74750,384
LP-837-2016-01601,837,72694,6603
LP-186-2015-00531,186,84104,53082
LP-186-2015-00089,186,6493,819
LP-186-2015-00088,186,77039,29773
LP-186-2015-00087,186,9617,9727
LP-186-2015-00086,186,80203,5860
LP-186-2015-00083,186,78474,8560
LP-837-2016-01737,837,41271,15239
LP-092-2016-04156,092,61616,18100
LP-186-2015-00152,186,74710,338
LP-092-2015-01828,092,11323,74048
LP-186-2015-00154,186,84880,83609
LP-444-2016-00764,444,2494,777
LP-186-2015-00408,186,59071,31503
LP-092-2015-01822,092,27445,78934
LP-186-2014-00036,186,74671,20202
LP-186-2014-00035,186,75931,2769
LP-837-2016-00027,837,68371,1442
LP-186-2014-00031,186,40547,37202
LP-186-2014-00030,186,85149,84286
LP-186-2014-00039,186,59535,10694
LP-092-2016-03297,092,84833,4978
LP-106-2015-00328,106,13590,73165
LP-092-2016-00257,092,71535,82706
LP-092-2016-00256,092,71452,80450
LP-092-2016-03298,092,646,3328
LP-092-2016-01473,092,7184,10442
LP-092-2016-00252,092,19268,67613
LP-837-2016-01458,837,77998,83963
LP-837-2016-01456,837,75277,4801
LP-837-2016-01455,837,64316,16600
LP-837-2016-01452,837,73267,11528
LP-837-2016-01451,837,39979,1022
LP-837-2016-01450,837,54728,3112
LP-092-2014-00008,092,75322,84564
LP-092-2015-01915,092,8426,845
LP-092-2015-01917,092,12221,83989
LP-186-2015-00684,186,58703,1666
LP-092-2014-00006,092,6634,196
LP-092-2014-00007,092,17741,67138
LP-444-2015-00598,444,13838,84930
LP-444-2015-00599,444,20135,71917
LP-444-2015-00590,444,82667,1561
LP-444-2015-00591,444,1808,7277
LP-444-2015-00592,444,19902,78828
LP-444-2015-00593,444,4483,924
LP-444-2015-00594,444,84325,4136
LP-444-2015-00595,444,78450,1394
LP-444-2015-00596,444,85495,700
LP-444-2015-00225,444,7407,2035
LP-444-2015-00136,444,11289,71466
LP-444-2015-00133,444,66441,722
LP-092-2015-01630,092,72505,78409
LP-092-2016-04024,092,77719,74660
LP-092-2016-04027,092,84135,70095
LP-092-2016-00033,092,42234,32965
LP-186-2015-00714,186,74651,4539
LP-092-2015-00827,092,49867,1933
LP-092-2016-01036,092,77920,69605
LP-106-2015-01072,106,16972,73456
LP-092-2016-01030,092,13634,72324
LP-186-2015-00718,186,53751,329
LP-444-2016-00717,444,82364,17780
LP-444-2016-00716,444,66996,27163
LP-444-2016-00710,444,73409,1894
LP-092-2016-02253,092,51217,1707
LP-092-2015-00824,092,72382,68786
LP-106-2015-00021,106,12638,53953
LP-092-2016-00748,092,80579,10400
LP-444-2015-00826,444,84619,67056
LP-444-2015-00049,444,49766,35532
LP-444-2015-00046,444,54930,79890
LP-444-2015-00047,444,83132,956
LP-092-2015-02809,092,70122,3891
LP-444-2015-00042,444,84451,56357
LP-444-2015-00043,444,64613,761
LP-092-2015-01354,092,2174,82837
LP-092-2016-02094,092,78844,1260
LP-092-2015-01225,092,11810,646
LP-092-2016-00101,092,457,11057
LP-092-2016-00009,092,62074,3780
LP-106-2015-01185,106,69892,12943
LP-106-2015-01186,106,1334,86079
LP-837-2016-00087,837,16463,77994
LP-444-2015-00244,444,82993,11352
LP-837-2016-00085,837,65656,36146
LP-837-2016-00083,837,64434,67990
LP-837-2016-00082,837,45416,17140
LP-837-2016-00080,837,81312,73548
LP-092-2016-01728,092,9325,77077
LP-092-2016-03592,092,2149,15093
LP-092-2015-00885,092,75017,61490
LP-092-2015-00884,092,2301,63044
LP-444-2014-00132,444,13947,75375
LP-106-2015-00165,106,3978,70969
LP-092-2016-00002,092,66178,83739
LP-092-2015-00889,092,35554,27404
LP-092-2015-00780,092,14235,41552
LP-092-2016-01509,092,25251,42647
LP-092-2016-03472,092,53864,5688
LP-092-2015-01172,092,67627,5770
LP-092-2015-01173,092,78292,941
LP-092-2016-01614,092,4513,761
LP-092-2016-01615,092,5034,503
LP-092-2016-01617,092,21721,265
LP-837-2016-01149,837,82407,4657
LP-837-2016-01145,837,84615,5346
LP-837-2016-01147,837,84464,1949
LP-092-2016-01349,092,3093,2652
LP-837-2016-01141,837,38621,7531
LP-837-2016-01140,837,73495,86321
LP-837-2016-01143,837,31009,5259
LP-444-2016-00629,444,6467,2839
LP-837-2016-00558,837,55413,745
LP-186-2016-00379,186,32880,11028
LP-444-2016-00153,444,9768,2805
LP-837-2016-00551,837,4671,3292
LP-186-2016-00370,186,14565,5
LP-186-2016-00371,186,9436,1372
LP-106-2015-00296,106,64906,19452
LP-186-2016-00019,186,73013,776
LP-092-2015-01719,092,66096,20300
LP-092-2015-00089,092,51981,5455
LP-092-2015-00088,092,45281,26559
LP-092-2015-01575,092,86248,78923
LP-092-2015-01579,092,18523,79228
LP-092-2015-00081,092,50953,36037
LP-837-2016-00438,837,73156,5851
LP-837-2016-00186,837,74064,1766
LP-092-2015-01772,092,83260,8718
LP-837-2016-00187,837,73896,6114
LP-106-2016-00923,106,16667,1536
LP-837-2016-01029,837,11039,55348
LP-092-2015-00312,092,22024,76400
LP-092-2016-01020,092,14528,843
LP-444-2016-01006,444,73133,14076
LP-444-2016-00538,444,4523,1446
LP-444-2016-00029,444,12319,940
LP-444-2016-00028,444,68576,3050
LP-444-2016-00027,444,79657,7629
LP-444-2016-00534,444,41357,7490
LP-092-2015-00770,092,73240,370
LP-444-2016-00531,444,77455,3141
LP-444-2016-00533,444,60602,4225
LP-092-2016-02071,092,86299,85082
LP-092-2015-01428,092,49039,31708
LP-106-2015-00765,106,82384,921
LP-092-2016-02077,092,71743,693
LP-092-2016-02079,092,55590,36338
LP-106-2014-00042,106,52017,18010
LP-444-2015-00408,444,6645,61103
LP-092-2015-00794,092,51507,38731
LP-837-2016-00235,837,84611,83313
LP-092-2016-02715,092,83797,74518
LP-092-2016-00923,092,71408,11105
LP-444-2016-00762,444,38149,2024
LP-092-2015-00220,092,68350,2486
LP-837-2016-01859,837,84003,84071
LP-092-2015-00556,092,60739,83707
LP-092-2015-00227,092,50912,32618
LP-106-2014-00194,106,6764,48109
LP-092-2015-00228,092,62126,4295
LP-106-2014-00196,106,82670,22029
LP-106-2014-00191,106,68277,77195
LP-092-2015-00169,092,80478,49885
LP-106-2015-00348,106,77053,1587
LP-444-2016-00440,444,75916,16123
LP-092-2016-00941,092,83807,9208
LP-186-2016-01015,186,11477,2264
LP-106-2015-00342,106,7611,86261
LP-444-2014-00079,444,81476,1142
LP-106-2015-00616,106,2821,2898
LP-106-2014-00233,106,3594,57804
LP-837-2016-00728,837,49606,8580
LP-186-2016-00169,186,73354,15968
LP-186-2016-00168,186,4524,1061
LP-092-2016-03616,092,9876,1811
LP-837-2015-00019,837,73784,18497
LP-837-2015-00018,837,11404,54741
LP-186-2016-00161,186,53330,688
LP-837-2016-00725,837,83862,85893
LP-837-2016-00891,837,36165,21530
LP-092-2016-02403,092,84746,5737
LP-444-2016-00849,444,59811,6290
LP-837-2016-00895,837,997,481
LP-837-2016-00898,837,19484,68777
LP-444-2016-00844,444,75284,84632
LP-106-2015-00833,106,77443,9892
LP-186-2015-01129,186,11363,67572
LP-106-2015-00835,106,85390,5197
LP-444-2016-00457,444,4459,8393
LP-837-2015-00166,837,2654,79790
LP-837-2015-00165,837,76412,81340
LP-444-2016-00455,444,62515,2101
LP-837-2015-00168,837,66002,13892
LP-837-2016-01633,837,68819,4256
LP-186-2014-00288,186,64143,83
LP-106-2015-00624,106,11924,55872
LP-837-2016-01637,837,15379,690
LP-837-2016-01635,837,70287,16502
LP-444-2015-00405,444,10493,83866
LP-186-2016-00397,186,14313,5716
LP-186-2014-00487,186,61215,753
LP-186-2015-00237,186,65744,16315
LP-186-2014-00480,186,59781,3061
LP-186-2015-00233,186,10057,46082
LP-092-2016-02885,092,11581,8002
LP-837-2016-00940,837,4613,995
LP-444-2015-00056,444,65045,16995
LP-837-2016-00495,837,11270,1953
LP-106-2014-00172,106,69001,3931
LP-106-2014-00173,106,49646,6757
LP-444-2015-00053,444,11648,63981
LP-186-2014-00552,186,60671,28299
LP-106-2015-01174,106,74832,767
LP-186-2015-00521,186,79763,1109
LP-186-2015-00522,186,10630,1366
LP-092-2016-00131,092,83123,71696
LP-186-2015-00524,186,57680,16197
LP-186-2015-00526,186,10453,2146
LP-186-2014-00150,186,85126,1940
LP-186-2014-00152,186,79514,4083
LP-186-2014-00156,186,65785,2350
LP-837-2016-01706,837,80267,10968
LP-837-2016-01324,837,79010,3737
LP-186-2015-00253,186,21768,45017
LP-092-2015-01992,092,84821,61310
LP-837-2016-01708,837,20402,74072
LP-186-2015-00416,186,69438,19013
LP-186-2015-00141,186,5519,721
LP-837-2016-01444,837,64091,82813
LP-186-2015-00147,186,81405,741
LP-186-2015-00412,186,56274,5378
LP-186-2014-00018,186,9048,51137
LP-092-2016-00648,092,75009,81019
LP-186-2015-00418,186,71806,3318
LP-186-2015-00419,186,85525,1612
LP-186-2014-00028,186,75896,4202
LP-186-2014-00029,186,53682,28128
LP-092-2016-03506,092,23147,5908
LP-186-2014-00023,186,50379,1364
LP-186-2014-00026,186,78556,1411
LP-186-2014-00027,186,73778,72590
LP-186-2015-00092,186,60694,81312
LP-186-2016-00172,186,65711,4639
LP-186-2015-00095,186,84298,642
LP-092-2016-03913,092,59234,35053
LP-092-2016-04234,092,55988,21381
LP-444-2016-00856,444,67588,86059
LP-092-2016-00243,092,74364,19587
LP-092-2016-00244,092,66110,40863
LP-092-2015-02033,092,1293,54139
LP-444-2016-00857,444,10803,12363
LP-092-2015-02262,092,75531,17227
LP-092-2015-02039,092,80122,82470
LP-092-2015-01967,092,85808,3398
LP-092-2016-01289,092,2455,13083
LP-444-2016-00882,444,82670,10776
LP-092-2016-01198,092,72010,823
LP-092-2015-00435,092,64672,724
LP-092-2016-02404,092,3984,78624
LP-444-2015-00217,444,51661,27153
LP-444-2015-00216,444,60272,3829
LP-444-2015-00459,444,3931,51079
LP-444-2015-00109,444,3115,3761
LP-092-2016-01328,092,60007,74851
LP-092-2015-02320,092,15067,72060
LP-444-2015-00100,444,10183,3482
LP-092-2016-04052,092,81604,79769
LP-092-2016-00020,092,78634,84657
LP-092-2016-00021,092,55466,20415
LP-092-2016-00022,092,9155,75598
LP-092-2016-00023,092,81982,696
LP-444-2015-00697,444,10806,782
LP-444-2016-00706,444,15027,411
LP-444-2016-00707,444,13956,421
LP-444-2016-00704,444,16467,372
LP-444-2016-00705,444,15586,725
LP-444-2016-00702,444,67439,1977
LP-444-2016-00703,444,17092,624
LP-092-2014-00108,092,6477,84731
LP-106-2015-00800,106,25196,73139
LP-444-2014-00113,444,63605,19000
LP-444-2014-00112,444,12331,5993
LP-092-2015-02815,092,61566,1682
LP-444-2015-00673,444,73218,84367
LP-092-2015-02810,092,69564,10570
LP-444-2015-00850,444,70157,81483
LP-092-2015-01369,092,83726,3261
LP-444-2015-00676,444,77067,86279
LP-092-2016-02085,092,11099,86126
LP-092-2015-01365,092,71955,82995
LP-092-2016-00753,092,59908,30611
LP-092-2015-01360,092,12680,2336
LP-092-2015-02920,092,56298,5845
LP-092-2016-01197,092,8791,67533
LP-092-2015-02925,092,6642,2277
LP-092-2015-02148,092,7291,77858
LP-092-2015-02927,092,83038,78484
LP-106-2015-01190,106,12665,75113
LP-092-2015-02145,092,71560,15355
LP-837-2016-00099,837,85628,71843
LP-837-2016-00092,837,79502,85410
LP-837-2016-00093,837,9913,70009
LP-837-2016-00094,837,55746,39254
LP-092-2015-00896,092,9500,44016
LP-444-2014-00022,444,83154,3790
LP-106-2015-00113,106,69111,1136
LP-106-2015-00112,106,70165,13448
LP-092-2016-03448,092,9745,81852
LP-092-2016-01574,092,58703,385
LP-092-2016-03440,092,30897,70582
LP-092-2015-00165,092,18053,78516
LP-092-2016-03417,092,6916,56296
LP-444-2015-00072,444,51130,82648
LP-444-2015-00070,444,72281,2390
LP-444-2015-00077,444,76920,18723
LP-837-2016-01156,837,6665,3298
LP-444-2015-00078,444,57561,15273
LP-837-2016-01152,837,70794,5886
LP-837-2016-01150,837,74283,3550
LP-837-2016-01151,837,76004,387
LP-444-2016-00638,444,4078,80642
LP-444-2016-00148,444,63463,677
LP-444-2016-00633,444,79445,65651
LP-444-2016-00147,444,71155,642
LP-444-2016-00141,444,62883,1393
LP-444-2016-00634,444,62095,1258
LP-444-2016-00635,444,17314,759
LP-837-2016-00409,837,72946,11631
LP-837-2016-00408,837,72316,60689
LP-837-2016-00402,837,11574,8678
LP-092-2015-00095,092,56855,9138
LP-837-2016-00406,837,72422,72632
LP-837-2016-00405,837,63722,84734
LP-092-2016-00803,092,69144,63635
LP-092-2015-00307,092,65769,31365
LP-106-2016-00931,106,82105,4257
LP-106-2016-00932,106,78338,7423
LP-106-2016-00425,106,70779,6191
LP-106-2016-00732,106,1312,3758
LP-092-2015-01145,092,59711,49445
LP-092-2015-01149,092,37648,74158
LP-444-2016-00522,444,17114,85283
LP-444-2016-00030,444,9854,53308
LP-106-2015-00028,106,71596,8811
LP-092-2016-02060,092,70186,9867
LP-092-2016-00984,092,42557,24860
LP-092-2016-02066,092,18492,76827
LP-444-2016-00035,444,7949,4554
LP-444-2016-00037,444,18280,67501
LP-444-2016-00038,444,78222,648
LP-444-2016-00039,444,77740,9746
LP-106-2015-00023,106,7748,49701
LP-092-2016-02069,092,33553,48914
LP-106-2015-00024,106,80214,8698
LP-092-2016-03593,092,10695,4217
LP-106-2015-00026,106,75806,3413
LP-186-2016-00170,186,1164,5305
LP-092-2016-00938,092,65178,19682
LP-092-2015-00781,092,81831,4684
LP-186-2016-00177,186,5455,16746
LP-092-2015-00788,092,12763,67535
LP-092-2016-00937,092,65147,21565
LP-092-2015-00546,092,61602,3736
LP-837-2016-01032,837,5973,9734
LP-092-2015-00238,092,78626,12364
LP-444-2016-00450,444,79490,74048
LP-444-2016-00456,444,3,63055
LP-106-2015-00338,106,234,82286
LP-837-2016-00077,837,10641,81038
LP-106-2015-00337,106,54505,29354
LP-106-2015-00336,106,54400,29867
LP-186-2015-00921,186,80078,79088
LP-837-2016-01039,837,71287,77890
LP-837-2016-00719,837,1839,2779
LP-837-2016-00718,837,70932,26165
LP-837-2016-00717,837,7256,4137
LP-837-2016-00715,837,23244,83124
LP-837-2016-00714,837,50758,6793
LP-837-2016-00711,837,47799,47215
LP-837-2016-00710,837,42803,3328
LP-444-2016-00859,444,4063,2230
LP-092-2015-00430,092,6638,1580
LP-092-2015-00431,092,65722,27730
LP-444-2016-00852,444,71314,969
LP-444-2016-00853,444,17922,62923
LP-444-2016-00851,444,10820,85826
LP-444-2015-00494,444,2030,84902
LP-106-2015-00809,106,83337,19331
LP-444-2015-00872,444,83238,3062
LP-837-2015-00170,837,85968,77595
LP-837-2015-00172,837,60709,77598
LP-186-2015-01040,186,14399,2598
LP-837-2015-00175,837,17553,66744
LP-186-2015-01043,186,85162,84858
LP-092-2016-03135,092,26512,2597
LP-092-2016-03133,092,70178,59612
LP-444-2015-00493,444,11108,80681
LP-106-2016-00211,106,50406,24749
LP-444-2015-00492,444,81778,80752
LP-837-2016-01624,837,4815,11867
LP-837-2016-01620,837,81123,83870
LP-186-2016-00244,186,43596,972
LP-837-2016-01622,837,6564,73110
LP-092-2016-03057,092,74034,74643
LP-106-2016-00212,106,3064,64836
LP-186-2016-00364,186,17857,67983
LP-106-2015-00175,106,65738,16979
LP-092-2016-02982,092,3542,1480
LP-837-2016-00975,837,4560,11402
LP-837-2016-00974,837,7748,46288
LP-837-2016-00973,837,62770,8047
LP-837-2016-00972,837,82490,2187
LP-837-2016-00971,837,79108,5672
LP-186-2015-00953,186,70069,513
LP-092-2016-02875,092,602,74775
LP-186-2015-00957,186,7873,1342
LP-106-2014-00147,106,76658,14900
LP-106-2014-00145,106,74480,72388
LP-106-2014-00143,106,72593,3650
LP-106-2016-00352,106,16605,82585
LP-092-2016-02504,092,68615,6355
LP-106-2015-00285,106,75284,1448
LP-106-2015-01233,106,69709,1361
LP-186-2014-00124,186,8228,76243
LP-186-2014-00126,186,7882,38430
LP-186-2014-00123,186,55138,2629
LP-186-2014-00129,186,10705,2536
LP-186-2014-00128,186,81013,67886
LP-092-2016-04136,092,14090,84184
LP-837-2016-01719,837,8344,1433
LP-092-2016-04130,092,12155,8498
LP-092-2016-01976,092,67175,6727
LP-837-2016-01480,837,76153,11635
LP-837-2016-01712,837,18362,856
LP-837-2016-01716,837,85808,5733
LP-092-2016-04139,092,69379,7554
LP-837-2016-01434,837,5794,15568
LP-186-2015-00174,186,68879,699
LP-837-2016-01483,837,64453,23366
LP-837-2016-01438,837,1333,86066
LP-837-2016-01567,837,3838,10678
LP-444-2015-00542,444,79401,18002
LP-186-2014-00055,186,70310,16819
LP-186-2014-00057,186,74141,83681
LP-186-2014-00056,186,361,3236
LP-186-2014-00050,186,15673,83119
LP-092-2016-04225,092,69975,8462
LP-092-2016-02243,092,59483,18169
LP-092-2016-00234,092,61593,23870
LP-444-2015-00462,444,8310,17106
LP-092-2015-02003,092,58758,1252
LP-092-2015-02555,092,83264,8491
LP-837-2016-00158,837,79763,12307
LP-837-2016-01389,837,67328,2744
LP-092-2014-00068,092,3703,3244
LP-092-2015-01971,092,62993,14676
LP-837-2016-01383,837,79838,6813
LP-837-2016-01381,837,65379,3491
LP-837-2016-00152,837,85994,69130
LP-837-2016-01387,837,31245,41357
LP-092-2014-00060,092,60195,27955
LP-092-2015-01979,092,72812,86194
LP-837-2016-00399,837,70205,84480
LP-837-2016-00398,837,73322,1098
LP-837-2016-00392,837,48679,39503
LP-837-2016-00397,837,2956,71503
LP-106-2016-00037,106,11216,8106
LP-837-2016-00395,837,10638,4143
LP-106-2015-01213,106,69511,1907
LP-106-2015-01215,106,84913,70977
LP-106-2015-01214,106,61351,535
LP-837-2016-01549,837,71040,453
LP-186-2015-00779,186,78956,21992
LP-186-2015-00778,186,44071,25401
LP-444-2015-00685,444,65600,83731
LP-186-2015-00777,186,73215,9194
LP-186-2015-00776,186,61221,26709
LP-186-2015-00771,186,74759,1186
LP-837-2016-01546,837,66273,1467
LP-444-2016-00738,444,41419,350
LP-186-2015-00245,186,80220,2006
LP-444-2014-00105,444,3045,3998
LP-444-2016-00735,444,6965,84105
LP-444-2014-00101,444,5070,67516
LP-444-2015-00846,444,4322,4023
LP-444-2015-00847,444,75873,1048
LP-106-2015-01033,106,84302,3810
LP-106-2015-01032,106,18787,339
LP-092-2016-00566,092,52714,3949
LP-837-2016-01504,837,1771,67095
LP-444-2015-00200,444,77425,2308
LP-444-2015-00203,444,55314,79393
LP-092-2016-00698,092,84968,3280
LP-092-2016-00165,092,80383,2200
LP-444-2015-00209,444,54088,5667
LP-092-2016-00166,092,37,9865
LP-092-2015-01200,092,18142,66012
LP-444-2015-00281,444,4279,276
LP-092-2016-01744,092,1382,82974
LP-092-2015-02170,092,72663,79359
LP-186-2015-00604,186,64319,84340
LP-186-2015-00606,186,73260,72188
LP-186-2015-00609,186,21086,293
LP-837-2016-01096,837,79690,83902
LP-837-2016-01095,837,702,69710
LP-092-2015-01852,092,2407,68603
LP-106-2016-00451,106,2253,70761
LP-837-2016-01091,837,46298,26133
LP-186-2016-00283,186,45965,21337
LP-106-2015-00106,106,73152,1807
LP-106-2015-00107,106,9848,1590
LP-837-2016-00283,837,79298,85966
LP-106-2015-00101,106,18133,40122
LP-837-2016-01258,837,75964,2283
LP-444-2014-00039,444,83099,4296
LP-444-2015-00282,444,3449,1072
LP-092-2016-01971,092,58193,34665
LP-092-2015-02967,092,42434,1684
LP-092-2015-01192,092,3248,79480
LP-092-2016-03453,092,59757,21910
LP-444-2015-00867,444,74395,69690
LP-444-2015-00060,444,2150,2428
LP-444-2015-00468,444,12804,75977
LP-444-2015-00644,444,78288,587
LP-092-2016-01365,092,81348,1401
LP-444-2014-00129,444,1975,19119
LP-837-2016-00373,837,48310,82914
LP-837-2016-00374,837,81530,15159
LP-444-2016-00608,444,74706,2070
LP-837-2016-00379,837,10256,71694
LP-444-2016-00605,444,2289,11898
LP-444-2016-00604,444,54401,19709
LP-444-2016-00601,444,80690,71826
LP-444-2016-00600,444,71446,3240
LP-092-2015-02209,092,66978,14691
LP-444-2015-00469,444,23865,70311
LP-092-2015-02208,092,79733,12687
LP-092-2016-02690,092,70287,10498
LP-092-2015-00140,092,48043,6153
LP-092-2015-02755,092,72001,3018
LP-092-2016-01413,092,79227,4880
LP-444-2016-00195,444,64483,726
LP-444-2015-00265,444,83059,421
LP-092-2016-00833,092,72270,74956
LP-092-2016-01418,092,77362,8582
LP-092-2015-01797,092,50413,39266
LP-092-2015-01155,092,5022,2654
LP-444-2016-00287,444,85650,22
LP-092-2015-01151,092,82965,78546
LP-092-2015-01153,092,41845,45219
LP-106-2016-00252,106,25660,57445
LP-106-2016-00705,106,84858,71338
LP-444-2016-00047,444,12649,63494
LP-444-2016-00510,444,73897,1824
LP-444-2016-00517,444,65323,10365
LP-444-2016-00042,444,80866,78035
LP-106-2015-00032,106,77066,2321
LP-106-2015-00030,106,3026,14131
LP-106-2015-00031,106,13989,6425
LP-106-2015-00036,106,10103,76382
LP-106-2015-00035,106,69250,5406
LP-186-2016-00105,186,15639,69253
LP-837-2016-00702,837,7253,10272
LP-837-2016-00704,837,69291,12286
LP-837-2016-00708,837,66399,9633
LP-837-2016-00709,837,72891,7386
LP-092-2016-03639,092,70768,17844
LP-092-2015-00206,092,28638,58303
LP-106-2016-00073,106,4043,9321
LP-444-2015-00268,444,83474,24886
LP-092-2015-00200,092,61503,33036
LP-092-2015-00209,092,85041,26
LP-444-2016-00467,444,3288,1532
LP-444-2016-00466,444,82971,72181
LP-444-2016-00465,444,65638,6014
LP-444-2016-00464,444,61066,9199
LP-444-2016-00463,444,8610,520
LP-444-2016-00462,444,69651,248
LP-444-2016-00461,444,72099,2448
LP-092-2015-00849,092,72598,3320
LP-444-2016-00469,444,79082,83196
LP-444-2016-00468,444,11137,76886
LP-444-2015-00870,444,85819,3591
LP-092-2016-02702,092,66064,7825
LP-106-2015-00638,106,18450,5165
LP-092-2016-02701,092,2553,70072
LP-444-2015-00790,444,79806,1428
LP-444-2015-00791,444,70514,3545
LP-092-2015-00442,092,26943,61954
LP-106-2015-00819,106,3926,17021
LP-444-2016-00867,444,11951,76305
LP-444-2016-00866,444,15358,77935
LP-444-2016-00865,444,21152,76097
LP-444-2016-00864,444,71031,8798
LP-106-2015-00810,106,62367,2083
LP-092-2016-01985,092,79746,81829
LP-444-2016-00869,444,5361,258
LP-092-2015-00389,092,40506,31646
LP-106-2015-00816,106,29921,80762
LP-106-2016-00673,106,27664,63993
LP-106-2016-00672,106,75114,85886
LP-106-2016-00671,106,28341,65074
LP-106-2016-00670,106,86084,6318
LP-106-2016-00677,106,75541,11560
LP-106-2016-00676,106,44754,83602
LP-106-2016-00675,106,80637,85218
LP-106-2016-00674,106,73881,85448
LP-837-2015-00104,837,311,70152
LP-106-2015-00690,106,80373,73900
LP-837-2015-00102,837,68768,8622
LP-444-2016-00862,444,15037,84365
LP-186-2014-00530,186,72595,1988
LP-186-2016-00617,186,20873,68763
LP-186-2016-00616,186,59665,1652
LP-186-2015-01096,186,76605,72340
LP-092-2016-03021,092,16960,242
LP-092-2016-03020,092,80636,16550
LP-092-2016-03028,092,69682,5605
LP-106-2016-00149,106,1069,80848
LP-186-2015-01412,186,82881,82580
LP-186-2015-01411,186,83762,80076
LP-186-2015-01140,186,68967,750
LP-837-2016-00961,837,51178,1092
LP-837-2016-00962,837,2974,53599
LP-186-2015-01418,186,77881,2540
LP-837-2016-00966,837,77029,18828
LP-444-2016-00584,444,79263,70637
LP-837-2016-01893,837,82362,2840
LP-106-2014-00152,106,8126,57917
LP-092-2016-02515,092,4840,81788
LP-186-2015-00387,186,5607,1578
LP-186-2015-00383,186,78426,2298
LP-092-2015-00241,092,83488,11429
LP-837-2016-01658,837,73137,16988
LP-186-2014-00222,186,9407,83032
LP-444-2014-00017,444,65340,2725
LP-186-2014-00226,186,76787,7681
LP-186-2016-00435,186,73466,208
LP-186-2014-00139,186,69599,4853
LP-837-2016-01769,837,44476,23704
LP-837-2016-01768,837,65179,10036
LP-837-2016-01764,837,44784,28201
LP-837-2016-01426,837,51827,3267
LP-186-2015-00169,186,80397,2191
LP-837-2016-01424,837,77820,457
LP-092-2015-00248,092,48588,4657
LP-837-2016-01422,837,46039,80957
LP-092-2015-02786,092,61337,10933
LP-186-2015-00165,186,81494,69359
LP-186-2015-00167,186,1440,2146
LP-837-2016-01436,837,59566,17872
LP-186-2014-00048,186,329,1879
LP-186-2014-00042,186,71151,3488
LP-186-2014-00043,186,81325,39389
LP-186-2014-00040,186,57173,524
LP-092-2016-03936,092,76363,84388
LP-092-2016-00224,092,73172,6504
LP-092-2016-00225,092,83185,79220
LP-092-2016-00222,092,1847,74644
LP-092-2016-00221,092,55757,6414
LP-186-2014-00174,186,698,1895
LP-092-2015-02541,092,71129,2523
LP-092-2015-02010,092,78398,4467
LP-092-2015-02011,092,1914,68588
LP-092-2016-00229,092,85720,8426
LP-186-2016-00266,186,2908,80655
LP-837-2016-01398,837,2215,676
LP-837-2016-01399,837,29303,42726
LP-837-2016-01394,837,3991,21314
LP-837-2016-01395,837,14598,1543
LP-092-2015-01941,092,72962,6601
LP-837-2016-00141,837,64061,11447
LP-837-2016-01390,837,67101,4346
LP-092-2016-00793,092,8319,77949
LP-837-2016-00144,837,80535,2266
LP-837-2016-00384,837,81826,7959
